location,date,temperature_c,humidity_frac,wind_speed_ms,ffmc,drought_factor
katoomba,2020-01-15,26.39076401628003,0.5754893753344114,11.638583496538027,83.47406339362503,9.46333192879526
katoomba,2020-01-15,28.001978090089228,0.10190414097141755,22.56040356214049,78.85844330092486,2.9545983059061043
katoomba,2020-01-15,40.239589848559305,0.29253358297236587,16.14049174243887,92.66923225753524,3.9134741254684204
katoomba,2020-01-15,35.178540493425,0.44091573709831494,4.29244820563052,65.26319740603745,0.08547282435675485
katoomba,2020-01-15,21.672425861933853,0.5662367918608486,5.797520096562351,70.88997182713645,8.988740965198183
katoomba,2020-01-15,40.85822657389123,0.6292014064563245,9.836078392425692,85.49110717429431,7.46953846425566
katoomba,2020-01-15,28.153270257093787,0.6546859369787179,3.5307142426927536,87.84143851060847,9.749314391563955
katoomba,2020-01-15,28.31267960364262,0.5689423131222784,2.344143028850984,73.50961048185019,5.595101796359662
katoomba,2020-01-15,35.28360434858181,0.37899429758986464,16.887016207722183,87.35419996275573,1.105682752372129
katoomba,2020-01-15,25.63738964285279,0.5435515910842212,17.422674527705123,60.49071413420353,7.252318414077859
katoomba,2020-01-15,39.76249782679086,0.08665137712683661,13.754175624065967,81.28998614307199,5.99034502104839
katoomba,2020-01-15,33.93776921234479,0.6783674375292927,20.268939217666677,63.17324223472939,7.691376464835155
katoomba,2020-01-15,33.30650242649145,0.6451732733314508,24.920519734455397,85.23569762789316,0.6150463444175813
katoomba,2020-01-15,43.135097579994685,0.6307576368048778,10.715361260030168,71.62212362674289,7.171535154271135
katoomba,2020-01-15,36.37735976305228,0.6795470956527752,7.9661405517675306,66.95282181985628,5.428374334291874
katoomba,2020-01-15,13.212874579079715,0.4358095764217494,1.1359113428657364,94.06111877296006,8.515998320783593
katoomba,2020-01-15,38.91315480904687,0.14478316978458267,0.37809922625648695,68.7600799208029,7.079922156906131
katoomba,2020-01-15,29.43153718610653,0.7908100543116621,0.46859586005081055,65.75021592953462,9.393381935738606
katoomba,2020-01-15,18.090341274206402,0.5733450242429966,0.7444644912458359,64.24959815797448,5.299975106735707
katoomba,2020-01-15,44.403561947199066,0.20114518726946323,17.800358206645367,91.98022766309472,8.060738660267155
katoomba,2020-01-15,30.461457994534324,0.174410254493156,21.953624253189044,89.41346934615837,1.9564375471386042
katoomba,2020-01-15,24.9281477620625,0.7356413493784053,17.04252963768019,73.90096851332471,8.682794057967817
katoomba,2020-01-15,39.58676330008643,0.5113752902776213,14.260920043838093,80.29018362843884,5.614760089162001
katoomba,2020-01-15,27.774766464468534,0.33887619080003273,22.44735540772905,71.16880832989926,4.292221842222768
katoomba,2020-01-15,34.85758200699374,0.09837103262790332,23.630867286200147,74.29414428520089,7.564644003303376
katoomba,2020-01-15,14.807343569974368,0.10701681959388547,5.838044745975038,80.9094801621461,7.633551211597663
katoomba,2020-01-15,26.95994218200515,0.472733777293629,24.861976434116194,62.7000054015439,6.802650369637364
katoomba,2020-01-15,41.14104706783169,0.2887680024976408,4.616591496008454,65.90283569217803,0.8366826964542995
katoomba,2020-01-15,43.354189705877346,0.2950464895166444,18.864658440184158,68.9678580032091,4.241094297693275
katoomba,2020-01-15,11.316153792029432,0.7935593585408852,16.49487771664023,84.13538037305919,9.531461766620836
katoomba,2020-01-15,43.39782100535556,0.3915210357466914,8.150835221892702,90.2052622040676,7.481804488763411
katoomba,2020-01-15,41.44792597672351,0.5052676420345155,5.009901155295271,90.0072809989004,1.097662534721433
katoomba,2020-01-15,24.492844662014427,0.651024805854791,17.804144615365463,92.23768927991921,0.3135646855003771
katoomba,2020-01-15,24.707737151835858,0.31631678383517287,2.147849336723559,85.37537083768423,0.7318252144045112
katoomba,2020-01-15,12.419901191801223,0.4807192778590298,10.745185960420859,74.40331368714368,4.680827792087552
katoomba,2020-01-15,24.761490329622482,0.3091522941705194,2.731412003136829,69.66755387216507,0.9392901890312055
katoomba,2020-01-15,27.284693677806565,0.5633322060449696,13.232955562750131,68.55156561959178,1.8607213688045032
katoomba,2020-01-15,15.309369950549122,0.748679060035133,10.21433787580371,79.18722039044464,5.0406754354699
katoomba,2020-01-15,42.93979713036819,0.7505756251108194,21.40235413509807,74.86514110600847,3.392264490868727
katoomba,2020-01-15,16.584066614620355,0.136998508673557,14.096066373881177,94.22379230602267,5.32299500166941
katoomba,2020-01-15,10.665229272900163,0.559478730437924,1.4941882957995505,71.2206811419875,2.599165088423676
